Date,US_EQUITY,INTL_EQUITY,US_BONDS,REAL_ESTATE,COMMODITIES
2019-02-05,100.9463114394799,105.4960858723439,101.1452213717346,102.0803738457865,113.00594119385288
2019-02-06,99.43064755259986,104.22961694844759,101.64145062064055,102.78198595310629,115.3046219928893
2019-02-07,100.1046029216538,105.68059078091763,102.33657741538822,103.70804895490618,114.89384865903551
2019-02-08,98.58696602182661,104.4215555355063,101.83240847072032,102.73586527628666,113.94364250644134
2019-02-11,97.08966940367179,103.35554662799342,101.57530832468382,102.23766145093708,113.81614649965609
2019-02-12,99.08050515371934,105.0443454226637,101.59757472809805,102.75164777083006,113.24374944632198
2019-02-13,99.5946399629876,105.98873285105508,101.53820097628359,102.71921781273863,114.26577644524158
2019-02-14,99.88032576149983,105.85534534737204,101.20375984215839,101.87755393531658,116.42491348397219
2019-02-15,100.73801211981417,106.71231152328733,101.39219199827905,103.99491055121675,116.62461720877666
2019-02-18,100.87128677769984,106.29471986974825,101.56507379822177,104.90422438153486,119.36303511339173
2019-02-19,101.64563520583197,107.68917094626651,101.22415902297908,105.03475600779035,119.44877368328099
2019-02-20,103.40912205501832,109.78653730759673,101.27431258557668,105.37773363082366,118.72062215453647
2019-02-21,103.67936621088505,109.80837120598032,101.32748101581817,106.23782788119391,119.68173668210878
2019-02-22,104.31648941878863,109.84505950113864,101.06358624814196,106.83981907263968,118.0633606239233
2019-02-25,106.22315757641428,111.23293246228305,101.42588745345465,108.59646925490023,117.78829040229206
2019-02-26,105.78027842065603,110.26607930757547,101.9615633720295,109.00742137599701,115.97498559674584
2019-02-27,107.90754612009256,111.42112299185047,102.72697726762449,110.00439481014392,115.76998301450448
2019-02-28,105.99396011400543,110.16356197739769,102.12014046779538,107.45706806845669,116.35389161977815
2019-03-01,105.38193507701197,112.0291030055305,102.36845757855168,106.57363849419801,115.4259437867043
2019-03-04,104.91346885693046,112.18068791454867,101.88232832736337,106.8450128158213,115.72459572539269
2019-03-05,104.72991715227758,112.81633946421799,101.84162420694345,105.42110778961312,117.33164070048349
2019-03-06,103.51636335622818,112.66114705457476,101.5804872102902,104.84551501982308,118.39554607720298
2019-03-07,103.32913646430315,111.7473045943194,102.34162481938955,104.83612602758738,119.22667814887124
2019-03-08,105.02424678862654,113.83545407870541,101.91899187578008,105.74133107781253,119.19983562730604
2019-03-11,105.81170646820426,114.74838959612082,101.83582843840017,106.01203890504154,118.61143086542003
2019-03-12,104.03050469164769,115.05567364346486,101.00138010470008,103.74913549377271,118.02228671948565
2019-03-13,107.3776667897694,117.83490486374217,100.94660039585163,106.84990989128897,121.18762072295459
2019-03-14,108.86947816934298,119.36659208053956,100.99990748268198,107.63975883660315,120.41979489047205
2019-03-15,109.27893749830054,119.37088504870152,100.57864845432204,108.1672771921873,119.28972316509015
2019-03-18,108.18848057992976,118.17568981892126,100.6369535080761,109.0613940140897,119.65479700403903
2019-03-19,108.49234989614042,116.21685065680103,100.41239425298998,110.21782166812774,121.29749142770685
2019-03-20,107.58958053463343,117.04426010559268,100.2393672947703,107.47322967745716,120.50278534558525
2019-03-21,107.09197333662847,116.65396900259294,100.73102664422524,107.13243449421238,121.913189717168
2019-03-22,106.76375804853726,115.54630647745299,100.63591979556803,108.40003700954138,121.47865048887769
2019-03-25,109.81354541061437,117.49448843076958,100.97647029477228,110.25212359916605,120.7344219480152
2019-03-26,109.70682302346229,117.69951136616253,101.0028751632119,110.04141874524827,120.39749083641966
2019-03-27,108.09167107955643,116.45310805955987,100.64852763188519,109.2645169726038,118.48162502594109
2019-03-28,106.4681424170474,114.98330273459717,100.09105158314068,108.51629629303794,116.5890861945154
2019-03-29,106.75174630546482,115.77697979395643,100.012585085283,108.35451545559928,115.56989913535374
2019-04-01,105.78798982985238,115.31011337614348,100.46302162969418,108.15356234918943,117.56060290801793
2019-04-02,106.90258547941242,115.67164331888999,100.36510937562188,110.11122574829952,117.24935014022392
2019-04-03,106.86355610037769,115.85322019670672,101.0557057356668,108.94880652163876,117.21072393454435
2019-04-04,107.01561441285581,116.70266905632008,100.5818913832272,108.21048156619713,117.8431420295008
2019-04-05,109.04488051862951,118.77033289201788,101.13191618830338,107.90331344033721,117.15160406028025
2019-04-08,109.1833005269553,117.63369087670424,100.92562776253556,109.56079133742209,116.03146201170718
2019-04-09,111.21907235775497,118.14551820261605,100.66122249066703,111.5755040858635,116.90915037291411
2019-04-10,111.97020240185674,118.81727278575063,100.88095889551502,112.408326008158,118.20974325021622
2019-04-11,111.63864503665191,118.34157848717464,100.81786066820084,112.14780554034817,118.39864415593296
2019-04-12,111.87579311953333,118.33107805100992,100.09039565795996,112.5699073845246,115.54959015217845
2019-04-15,110.90263197189871,117.63982198590215,100.28219243031886,110.75208262348369,117.96741917486582
2019-04-16,110.17187520349292,117.46295880094313,100.65320814646203,110.55698052837461,120.38754644499198
2019-04-17,107.34633637896991,115.77719514601183,100.48989810518745,108.76591373679902,118.39206489618181
2019-04-18,106.78795004964796,115.6847669707945,101.07815903733275,109.12487570100022,120.0154466257621
2019-04-19,106.23503103481002,115.13221832479701,100.83886415377594,108.04405438949054,117.82824472705906
2019-04-22,105.89003243138366,116.58226338491362,101.30806162650379,107.44134077161986,118.69682155649122
2019-04-23,105.67730206707104,116.82620931638903,101.20890305962004,108.86847699879387,118.43172078380223
2019-04-24,106.0069797336656,116.77093743195105,101.1687419003739,108.24953777112538,117.86069438208733
2019-04-25,107.15838970641427,117.28037906946128,100.59051464388527,109.66151044195085,120.01749346188335
2019-04-26,106.03881309144501,115.33356494030637,100.3876766176782,110.15366061017173,118.0175655113048
2019-04-29,108.72961010610365,117.49017269320703,100.0517378647815,110.56806169110287,115.67470481940695
2019-04-30,108.22207532647849,116.63004383956317,99.53320627388375,109.90099791623737,117.82697540427236
2019-05-01,106.91072604458857,116.36510605291454,99.27757869093183,108.50504183163186,116.68494960716306
2019-05-02,106.53384799333976,116.85338583982352,98.94057356139501,107.93171579849472,117.54387261237922
2019-05-03,107.46377911437482,118.23231346633003,99.23698044253378,109.84559206280109,118.492030796835
2019-05-06,107.81524767158193,118.12426044439077,99.96272325850703,111.00589973732846,120.18285062982032
2019-05-07,108.53993501201246,119.5579099886082,100.32626804836846,111.48208417693849,120.30068463143293
2019-05-08,108.55544097268415,120.37932174993804,100.392450313512,111.84584513252922,119.61447411797144
2019-05-09,108.68099707536373,121.45983069176403,99.71163306625357,111.18877364586805,118.45370974200382
2019-05-10,107.40867497755553,121.31076630184268,100.0732724901859,109.11442796517292,119.57991544587358
2019-05-13,108.1486930056825,123.45042771233162,100.50619885228733,109.5997877765218,122.33690656006443
2019-05-14,108.59206460118757,123.94843890456625,100.86397428761167,110.74034074963997,123.90462142957578
2019-05-15,109.63552596865138,125.28203723730431,100.69289443812839,109.30147244515564,126.70051291257003
2019-05-16,109.52897390705074,124.77493285560735,101.39779982812121,109.20491940837995,126.50377721362689
2019-05-17,109.48630070322596,126.35951095943499,101.95313496858245,109.15308695562462,129.7025047150481
2019-05-20,108.03146349816379,125.84845097176935,102.4448373536718,107.42476015731816,130.54755409841366
2019-05-21,111.48717334195555,130.17172587399727,102.21363956769456,108.1136117833849,132.43935415881506
2019-05-22,111.68534172624913,130.0341986082968,102.47095786281226,107.04994314769345,135.10654163863842
2019-05-23,111.40942848509943,131.56369264304374,102.54151665652248,105.74707015781237,137.04803453358733
2019-05-24,111.31931803181246,132.45278027775709,102.53498080840376,104.89092287287689,137.43651826543558
2019-05-27,110.3622093814785,132.06380970032004,102.3924443417907,104.30251834801079,133.478296339106
2019-05-28,110.40045471694006,132.84340242491567,102.81774746300505,104.78256354617457,135.11462192059673
2019-05-29,110.30344307715853,133.5460825323022,102.53071598953454,104.92630841151404,134.8725517885302
2019-05-30,110.35675755971768,133.53970669849588,102.06635368319779,105.32173499117717,135.927719309311
2019-05-31,109.52138909855047,133.45275775227498,101.33668006192977,104.87355092794246,138.050339644915
2019-06-03,109.32149518902474,133.7056809665358,101.22655535413752,104.82531002877596,137.77052284624864
2019-06-04,110.20838561987848,135.3322169753195,100.87480063873899,104.99236827318437,139.20387433023382
2019-06-05,109.88870066740601,135.3287564406244,101.10146105554934,104.830088489796,138.77979322411122
2019-06-06,112.06992728531182,137.5605343359602,101.39748790502719,106.00240821794897,139.5882120876993
2019-06-07,112.99328298328038,137.7480157084427,101.53547470685768,106.84402394816243,140.5405455563883
2019-06-10,115.51094671594132,138.9608321649855,101.70792976361282,108.60051911623245,140.99368606262445
2019-06-11,116.69190836715715,142.56168878878327,102.22681310426695,110.05104941339758,140.92559789793995
2019-06-12,118.31924426146159,144.0902040170347,102.16704242418442,110.11445384163426,144.55277445953976
2019-06-13,118.94764815025967,143.55219780684172,102.04015270153084,111.51462263235533,141.3124170462517
2019-06-14,120.40939709240048,144.55159163938302,102.2197206790473,112.58447870713957,143.5746641235681
2019-06-17,119.2853401883724,142.5270407786382,102.30314920553643,111.68525106671818,143.90174574097912
2019-06-18,118.29630574870124,141.45116686785227,101.76596397485338,110.75480442838158,142.34830302137408
2019-06-19,120.5247103349987,144.16253908223968,101.258697660495,111.82055881461723,143.0478268121048
2019-06-20,119.67473600097527,145.81555649181524,101.38741554118378,111.78949744065419,144.43607111758416
2019-06-21,118.76860513687471,145.18414015649114,101.56894497134645,110.70308391730141,143.05968159229968
2019-06-24,122.46415921855862,148.39998156607948,102.47368546084978,112.71558014195506,145.83076223137007
2019-06-25,121.63055258313922,146.5009555142201,102.08028305208789,112.156947420294,144.24790178752366
2019-06-26,122.33558161705105,145.67022341503704,102.09762625361343,114.06342045753985,142.58012279097693
2019-06-27,123.27155336018056,145.75875694041676,101.54351500402667,113.73450858292213,140.36534325342208
2019-06-28,123.94037003786853,145.11419000126776,100.92709297610595,114.42370887392208,140.82244786916263
2019-07-01,124.54583540635507,147.60279652593877,101.5429537022938,114.7570447621328,141.19235791613045
2019-07-02,124.550119910728,147.23067636277221,101.29331189238006,113.83908973188888,140.08008005858926
2019-07-03,122.79441289719321,145.80782874438302,100.91625084319078,112.3254231189071,140.6429159643405
2019-07-04,122.0086657645413,145.71492242360935,100.69223885739731,111.11883510461604,139.76474283655867
2019-07-05,121.24535762036275,143.88308768940283,101.35403263122447,109.76549325504241,139.971364642968
2019-07-08,119.61654293116435,140.49780263739405,100.96939032677031,108.41865926462827,138.06927161323011
2019-07-09,120.49932625391801,142.00080608642185,100.54059515474935,109.70809615284706,138.7516697661567
2019-07-10,122.36339679156853,145.0322337239698,100.76112691760343,110.02607156938089,139.15876879184418
2019-07-11,121.21586491617956,143.94929948134026,100.66855343043268,110.29281094870396,139.03970010668684
2019-07-12,122.6271555516808,146.36431690755438,100.68538010098067,111.18673509355783,138.2416144719674
2019-07-15,122.53271493409173,148.71287383445605,100.62057103631167,110.23487993624626,137.58005145438102
2019-07-16,120.35142569940736,145.3172173565407,101.04513434005493,108.38939374486662,133.8716091371815
2019-07-17,120.9384279479939,144.3724235889522,101.3217980883,109.44578368948366,134.48771186329043
2019-07-18,122.93130521449389,144.67161595253623,101.56572517446645,111.2469073185115,131.8804449706147
2019-07-19,125.9050107017242,147.94804699512682,101.98896721826343,112.29350109918883,132.76077975471986
2019-07-22,125.35742360504787,147.53444561431053,102.03519811517934,112.94479068895491,135.54601614674118
2019-07-23,126.16579089004416,149.6199124312044,102.06545529946492,110.99208310189701,136.96718829267218
2019-07-24,124.88874695213967,149.79458183154892,101.72035748099273,110.8990649756785,132.9789372078701
2019-07-25,125.3680809708255,151.95219531917036,102.18851646621081,112.15403224014197,134.74272737037813
2019-07-26,127.25131646567036,154.65303335635247,102.34968305098555,113.1392493048355,135.67398837381288
2019-07-29,127.51399951394605,156.40400200336887,103.11880057412475,111.8764164422329,137.29957777785836
2019-07-30,125.58230309437907,153.75820034281756,103.50700394654024,111.42897373900568,133.40839549988218
2019-07-31,125.63570236754987,154.07537667333096,103.34346908309485,111.22871375764109,133.6282605943474
2019-08-01,126.22791378190416,153.11780326212832,103.15283844352517,110.41216857169714,135.46263333001212
2019-08-02,126.42114525274832,153.66968500226142,103.20758767963846,111.500360613997,134.77265245745215
2019-08-05,126.10228313217513,151.8886734711906,102.70922316351987,110.76102826441638,133.61288494097147
2019-08-06,125.18280622186305,151.0590639489948,102.6744608915671,112.49179243414798,134.09624069549955
2019-08-07,126.78078223794896,151.4171798995381,102.0016938691436,113.20984369927167,133.5858480782011
2019-08-08,125.8477270955186,150.57005551882398,101.53007119049752,112.06682098028344,133.49673071381986
2019-08-09,127.8052616762857,154.91735917382312,101.9461664310734,112.18072238625587,136.09827796571957
2019-08-12,127.42015729848497,156.16989829493258,101.72242562853715,112.30652390202822,133.45374727918255
2019-08-13,127.75848735592766,156.93059797927728,101.18263696133418,113.48363339264567,136.08465266503717
2019-08-14,127.02273577351014,155.46135440269236,101.35842639940745,113.31806550633854,135.5880911402074
2019-08-15,127.82498821074499,155.65888997870618,101.45441873044709,113.66936129939884,133.6664899113298
2019-08-16,129.60623587349355,158.0919732584001,101.08561400519933,114.41642052885118,135.2965702253905
2019-08-19,126.69131078289506,157.2797716571291,100.94664580914852,112.69976696551618,133.81820555321931
2019-08-20,126.29967693522113,157.151969866826,101.25607244728138,112.9354620691227,134.95092498895872
2019-08-21,128.45106740499375,156.64575777131208,100.74848645656706,113.78061568950602,135.64134817661892
2019-08-22,128.30457860645524,156.718126151293,100.76711712832748,115.05525367912487,137.22846439071745
2019-08-23,127.47930845821935,157.3258584565759,100.04676830724523,114.38348834329466,138.9376840613736
2019-08-26,129.00139640916285,159.45371703758204,99.57654690068418,115.59837280109993,140.9518340096991
2019-08-27,129.99928747112267,160.34163170676868,99.29731819243705,116.55913301432088,140.09303502154748
2019-08-28,128.52196488386795,160.19826310712983,99.84950137427893,115.16244972264718,140.53770943142675
2019-08-29,129.10778895465128,160.6923633816462,99.48596742540256,114.49685570720105,138.65645628585372
2019-08-30,130.36676924489433,162.04798257241447,99.4642044270507,115.60281299999411,134.9149018815409
2019-09-02,129.67336897138202,163.3914399706085,99.44617160020445,115.4555683673934,132.85928567847466
2019-09-03,130.1488061883385,162.1885561026894,99.74868869466458,116.57693286765272,132.5247415257792
2019-09-04,132.7123278273599,162.45727096836623,99.90957483317634,119.16694652035264,131.97532224531363
2019-09-05,133.19957502141168,164.14656047701052,100.01587555676166,118.33066196668808,129.36592591090948
2019-09-06,132.0130236571911,162.556126422231,100.03645996550061,118.17653279175757,129.3276506023997
2019-09-09,132.04708003068393,161.87636014583796,99.65473939936102,118.04407669693089,131.16116743178338
2019-09-10,132.5544879953742,163.62846364675048,99.24090617531982,117.28696542624755,130.58170247271403
2019-09-11,132.46953084280392,161.5902104680682,99.39341977301484,118.61107660771579,126.05608523936067
2019-09-12,132.127140260635,160.61899628972247,99.92510971729737,120.28785759594113,125.58481314801513
2019-09-13,132.62403796246087,161.66723052853285,100.06488625417305,120.76609285682254,123.64210083326694
2019-09-16,131.46435274518075,160.5008157791324,99.25643146612087,121.00267816207611,122.97465765234014
2019-09-17,130.78493637143887,159.32234027514224,99.53388944296626,120.52673197833074,121.27801195633035
2019-09-18,131.52168152243138,159.4821292650701,98.98866640933782,120.43080448186512,122.70240340696192
2019-09-19,130.1291610196527,157.73260186451938,98.72867470220615,118.26895584078343,122.79077895309891
2019-09-20,132.34562449210316,158.4265144333623,98.63648472846168,119.77377416517957,124.29244953824093
2019-09-23,132.24366407706927,158.6640580611398,98.529422580635,118.8769954542931,123.08082227113746
2019-09-24,132.75258129870713,159.22737466224618,98.39915892845913,119.32101719780248,124.21798473933248
2019-09-25,134.37626095490154,160.02541216398382,98.78903097651963,119.63653408765771,123.02689140905262
2019-09-26,134.9180548539349,160.92329360708283,98.4684822948995,118.45725890749348,119.62612884319317
2019-09-27,132.58880528734176,160.99022655022785,98.5337699360412,115.72729257671514,116.1501288279564
2019-09-30,132.17946291707142,160.07256740587513,98.6401180361365,115.07759735698745,114.6238525789461
2019-10-01,132.6484763324046,162.5974200486991,98.15293673702662,113.07730023279983,113.67732766327624
2019-10-02,131.32297884265412,161.6426005112488,97.68985369773073,111.64524379148652,113.38390438685289
2019-10-03,132.10673568292722,161.95247556419935,98.1699625321192,111.96694333677566,116.094875342892
2019-10-04,132.8090292177746,162.84267737068058,98.3827973090798,112.15339296424239,114.85778324635491
2019-10-07,131.22451564274184,161.24333566742249,98.33438813216189,111.30027247040827,114.52769378395935
2019-10-08,132.99953813737864,163.58613875549815,98.0557561127006,111.54221984254251,113.98676345852327
2019-10-09,133.62812445545646,162.8681273324313,97.96955148021141,110.52804196823544,113.325931776959
2019-10-10,131.55048145575552,161.32151382832433,97.9513364783714,108.98528644149323,110.88053186649663
2019-10-11,130.67154467822547,162.22295307045823,98.02399547697495,109.1290179633219,110.7823217344444
2019-10-14,133.29519426795966,167.00771703110104,98.21998186071352,110.08991402409643,112.03988871935229
2019-10-15,131.44681606182363,167.77871630510043,97.55974422226028,108.67127213510463,113.85437881995813
2019-10-16,133.5160729707367,171.240104559649,97.04772166871291,108.40124256129621,112.7437834971812
2019-10-17,133.3720511443642,170.27244308759714,97.62546625583936,107.96149376988905,112.92914334699677
2019-10-18,133.310118513534,170.7232415017498,97.4547810663729,106.92927341627838,112.76843743782969
2019-10-21,131.63657758555075,168.60683684434704,97.47470716271054,108.37115455851038,111.98564832893763
2019-10-22,130.07065846473037,167.8639280297839,96.91317319919625,107.28002700033753,111.88762197100507
2019-10-23,130.7114879381015,168.75302453200572,96.63873088657256,108.63957209570498,108.68306207705632
2019-10-24,131.3349986966906,171.0455783662915,97.02651410725646,108.36813728311645,107.8346634628821
2019-10-25,129.20012579481747,171.0422864800389,96.82133542063556,107.24810371878293,107.7744265751291
2019-10-28,132.65459259583082,175.625729112799,97.66301942361032,107.94464874224848,108.53315893883972
2019-10-29,131.2866582017476,171.72348869447305,97.22897154581828,107.71666279885864,109.0436087249283
2019-10-30,132.77669334202983,174.3701081698761,96.31368526679744,106.75330361667359,110.12918381335648
2019-10-31,134.1965848138958,176.2733924367285,96.52241567862858,107.19161069300934,111.31330078357892
2019-11-01,134.64963292317015,179.49036829990658,96.22741292430604,105.6341916233863,110.32578188291772
2019-11-04,134.22104761335848,180.50441197006074,96.5429986481355,104.92290202039018,110.0441595786408
2019-11-05,134.81627429105967,176.7632101068842,95.84673788715716,105.99624999077615,110.49732730136077
2019-11-06,135.86179573147317,177.1650286013339,95.67364984339778,106.60989142875306,107.17845557651057
2019-11-07,136.75993732898687,178.2570227419632,95.5283244595072,106.34361047761016,107.91488181818742
2019-11-08,136.3939796223266,178.69875069563642,95.62715970484204,106.7198127214759,109.69260985286698
2019-11-11,135.48348729170965,176.55061719968728,95.52137702891412,106.48362893915161,108.46369504770739
2019-11-12,135.2602108264171,176.25141961713814,96.13843480075982,107.37672186595937,108.81627516357197
2019-11-13,134.527654045191,176.44968027603556,96.27383995549256,107.05466289121748,109.75234998098549
2019-11-14,134.833529417653,180.23749959558856,96.24153899827164,107.43568005080955,108.93940278680535
2019-11-15,137.94871879991683,182.70037991982824,95.93517574287594,109.53573592902922,110.38572864959914
2019-11-18,140.00691421194716,184.97318416051417,96.35481889849144,110.36746122319776,108.73312131754709
2019-11-19,137.57645211378312,181.15361701331204,96.27444004927399,108.95520669377392,105.44508673285115
2019-11-20,137.50650298915008,181.9247022996492,96.43645987755252,109.55027195531792,107.11898049185626
2019-11-21,138.3261146287701,184.289320753574,96.30580560368783,108.94970332214908,104.396714167152
2019-11-22,137.71634680521225,185.22388011251172,95.7143350093548,108.60067799430917,102.9584972142251
2019-11-25,138.7806542688827,187.77644260319207,95.755086925438,109.50854363555327,102.96849768953027
2019-11-26,138.69994526044943,188.96812252087648,95.10942962483144,109.17262734931231,102.46652390334657
2019-11-27,140.56834988708275,194.67640181949596,95.25792576380063,108.17368580743072,101.62850417007996
2019-11-28,140.7216190228783,194.92650104287196,95.29794682732206,108.3322930972622,102.82381464025472
2019-11-29,142.8986555936913,199.62867073362727,95.61248032615835,108.87362636976854,104.36863431988522
2019-12-02,142.92746806037508,199.08282080624792,95.86546643294426,107.87112608603384,102.96046135678938
2019-12-03,142.01629061383613,198.10416590467057,96.02977396960486,107.15445289184562,100.63084864893179
2019-12-04,143.69931415168617,201.88941872446762,95.5686898174428,107.7353130651399,101.39417335338415
2019-12-05,145.64566047478172,202.32344807691825,95.56931031763244,108.8621709908997,101.96576971728284
2019-12-06,145.53600223711152,201.7603908507099,95.86639662249686,109.32635605820427,103.00216127052335
2019-12-09,142.32222596496302,200.40260164665375,95.2294967810876,107.23874167096487,102.01680167753099
2019-12-10,144.03187086169032,204.24926916211365,95.6876143587539,108.5611725918024,101.29460467890254
2019-12-11,141.8726794834805,202.34276985943916,95.70102210148418,107.26905858783233,100.92505176719403
2019-12-12,142.4870920663172,200.08867095984985,96.01967833047776,107.68817890315547,99.08479501981951
2019-12-13,140.97574881886834,197.72251093017684,95.84052535427519,107.05851553714665,100.38727863288388
2019-12-16,140.16508255663314,195.97432956862605,95.86920676680293,105.3917280832585,100.30980962052946
2019-12-17,140.5697041196329,195.27232473406997,94.94178687391404,106.27916536001334,99.08900830605208
2019-12-18,141.31888574475016,197.10356579755774,95.42291928790722,105.7528757831314,100.13831715628166
2019-12-19,141.55522492996306,195.5022679352398,95.14546137858133,107.88368151015153,101.55960959631665
2019-12-20,141.71112112676866,195.81507052675497,94.86748079048346,107.03987988161272,101.02794973740465
2019-12-23,142.98386670033685,197.2606897950752,95.14736972273997,108.41865377325874,101.36499731422579
2019-12-24,145.12059230083852,199.7172561417347,94.93804431190183,107.76315670351589,98.39804703401659
2019-12-25,146.5310539321584,199.03143498204574,94.96367812568796,108.38784150755956,97.6420695423155
2019-12-26,147.64513626953448,198.94584369653086,95.50539293351599,108.99597738780977,98.5768714976446
2019-12-27,147.90737405250792,197.47073923318305,94.92489421646304,110.18444951458225,97.04379450860962
2019-12-30,148.87870953593062,197.39509099252962,95.63015845260487,112.40021966776936,99.20779892493941
2019-12-31,149.08451402727766,196.62162809837739,95.48590361946594,113.08883983105822,96.87252427360448
2020-01-01,149.08693487015967,197.05368875045352,96.05246324475617,112.51767491100199,96.66947915464688
2020-01-02,151.7547838261231,201.42634344297687,96.49708852489776,112.74933919178282,97.5770683610856
2020-01-03,152.53142271601016,203.39820311926488,96.15125624235229,111.22639971862975,96.97288375191913
2020-01-06,150.88468668127783,205.4130134689641,96.19425138650925,108.76437802841421,96.61673477512373
2020-01-07,148.2299639382274,202.81302332672516,96.68116623781431,108.30321803302016,95.26245315023264
2020-01-08,144.9094060557748,200.19012531013135,96.96334384613223,107.33657985170983,94.08765308930933
2020-01-09,141.95922458847463,194.06882441501472,96.29783797667145,106.76854109374287,91.6057648918294
2020-01-10,139.7152442101627,190.69831924450378,96.49948022482906,105.63407633718596,92.08063778887654
2020-01-13,138.64139040670324,191.55687196759635,96.57649572096085,105.05929372561526,91.48752038725793
2020-01-14,138.46556442601013,193.65066229459623,96.04889419990897,104.56555582524531,93.41196709635568
2020-01-15,139.9047127996083,194.54881486528538,96.93407640807867,105.26812775854204,95.958684055653
2020-01-16,141.72418373373378,196.18960277797157,97.03066816565034,106.98668706900722,97.57875888054555
2020-01-17,138.4537724735006,194.4279296174283,97.09343345728401,105.24547799528332,96.93560233893194
2020-01-20,137.5495809945217,193.59688759601076,97.2590772030435,104.04928888677264,98.34050250504492
2020-01-21,138.00383165027225,195.58442509193387,97.36682316968043,105.3525583845603,98.00480827942165
2020-01-22,136.7621037817801,196.64692077266915,97.61386849305738,103.34385920054572,98.56458114443097
2020-01-23,133.67557633712372,189.88298043507947,98.01918978148132,104.6578251230236,99.66827916980456
2020-01-24,132.10284559057857,188.63186402316384,98.20773815524906,104.33997564867008,97.7464145805209
2020-01-27,132.81439521590238,185.02767484477076,99.02254903391541,106.78529044761002,100.73298888386837
2020-01-28,135.7195426268119,185.58530274335715,98.96525621010704,108.48280732842122,99.5923362961652
2020-01-29,136.12050430983183,190.6164651451183,99.2516798342889,107.70090782438406,100.78098645310796
2020-01-30,138.38122415680664,191.57310134841708,99.67918341857288,107.75085115548866,101.67865147524063
2020-01-31,138.8268594697856,193.4358794253873,100.01415517125471,107.23332994676721,100.4187064238472
2020-02-03,140.35510846800213,196.81654427694212,100.74231108695886,106.7656477743431,101.68740228657971
2020-02-04,140.76472126025558,200.06774850963797,100.44704620895857,106.80051260024311,102.03598192007817
2020-02-05,139.74750408917004,198.79734317348124,100.57081020434086,106.60776993272249,98.37483555510607
2020-02-06,140.86504537590537,199.62796303946217,100.80051640966595,107.03918138059556,97.69987800999002
2020-02-07,140.91374536485944,202.65410275421436,100.35818610280683,106.09356218564645,98.7095224312735
2020-02-10,140.8482086904742,202.080398905428,99.84158833689045,106.20755341214978,99.89803686071537
2020-02-11,142.57201639073236,201.39176038784785,100.1440637255651,106.89817840598224,101.46290909703485
2020-02-12,144.25889126052942,204.22400562991737,99.74144479436778,105.65311557463126,100.25575326174312
2020-02-13,149.43348286811795,210.82357896029498,100.14467590224004,109.08736566001265,98.98573507509519
2020-02-14,149.25442651530372,213.32937206226666,100.38482375085844,108.09191435660847,99.15034177538824
2020-02-17,150.77460774077522,212.7182044080205,99.85905990564004,107.65060439009588,97.7552482583234
2020-02-18,149.83507293605646,211.52487921984968,99.40823913718665,106.10330688456315,99.87078740372996
2020-02-19,148.67470488121853,211.78837106651224,99.1868535537204,105.0254920076644,99.70457622439581
